Rank	Score	Type	ID	Name	Description
1565	19.79	cp	BRD-A11813248	AM-92016	Potassium channel blocker
1567	19.72	cp	BRD-A18497530	5-iodotubercidin	Adenosine kinase inhibitor
1571	19.66	cp	BRD-K68190965	GR-46611	Serotonin receptor agonist
1572	19.63	cp	BRD-K67352070	TC-2559	Acetylcholine receptor agonist
1575	19.61	cp	BRD-K03109492	NSC-663284	CDC inhibitor
1576	19.59	cp	BRD-A80502530	cinobufagin	ATPase inhibitor
1580	19.54	cp	BRD-A75552914	isoxicam	Cyclooxygenase inhibitor
1583	19.52	cp	BRD-K77171813	proxyfan	Histamine receptor modulator
1589	19.37	cp	BRD-K33211335	dextromethorphan	Glutamate receptor antagonist
1591	19.31	cp	BRD-K67868012	PI-103	MTOR inhibitor
1596	19.22	cp	BRD-K19462402	buflomedil	Adrenergic receptor antagonist
1597	19.22	cp	BRD-K27141178	SB-203186	Serotonin receptor antagonist
1599	19.2	cp	BRD-A94413429	NTNCB	Neuropeptide receptor antagonist
1600	19.17	cp	BRD-K85925969	zalcitabine	Nucleoside reverse transcriptase inhibitor
1601	19.15	cp	BRD-K12120659	GR-144053	Integrin antagonist
1603	19.14	cp	BRD-A94543220	bifonazole	Sterol demethylase inhibitor
1606	19.13	cp	BRD-K81128206	edrophonium	Acetylcholinesterase inhibitor
1608	19.08	cp	BRD-K39569857	avrainvillamide-analog-3	nucleophosmin inhibitor
1611	19.05	cp	BRD-A20697603	thiostrepton	FOXM1 inhibitor
1612	18.92	cp	BRD-K98157055	SIB-1757	Glutamate receptor antagonist
1613	18.92	cp	BRD-K98763141	niflumic-acid	Cyclooxygenase inhibitor
1619	18.67	cp	BRD-K41707108	ceramide	Phosphoenolpyruvate carboxylase activator
1620	18.66	cp	BRD-K93258693	GW-9662	PPAR receptor antagonist
1625	18.52	cp	BRD-K85015012	NNC-05-2090	GAT inhibitor
1626	18.52	cp	BRD-K03642198	AY-9944	Hedgehog pathway modulator
1628	18.5	cp	BRD-A62025033	temsirolimus	MTOR inhibitor
1630	18.44	cp	BRD-K08973992	linoleic-acid	Oxidative stress inducer
1631	18.4	cp	BRD-K52172416	anastrozole	Aromatase inhibitor
1632	18.32	cp	BRD-K20313525	rosmarinic-acid	GABA transaminase inhibitor
1647	18.01	cp	BRD-A28422058	L-689560	Glutamate receptor antagonist
1648	18	cp	BRD-A32349859	methyl-angolensate	Apoptosis inhibitor
1649	18	cp	BRD-A16700644	isoxsuprine	Adrenergic receptor agonist
1651	17.98	cp	BRD-A84189516	baccatin-III	Paclitaxel precursor
1656	17.92	cp	BRD-A93236127	digitoxin	ATPase inhibitor
1661	17.81	cp	BRD-K34820100	tebuthiuron	Photosynthesis inhibitor
1663	17.76	cp	BRD-K34508425	KUC103898N	-666
1664	17.76	cp	BRD-K26664453	cytochalasin-b	Microtubule inhibitor
1669	17.69	cp	BRD-K60690191	MPEP	Glutamate receptor antagonist
1670	17.66	cp	BRD-A10070317	propranolol	Adrenergic receptor antagonist
1676	17.55	cp	BRD-A22707317	SB-205384	GABA receptor modulator
1684	17.44	cp	BRD-A09925278	etilefrine	Adrenergic receptor agonist
1685	17.43	cp	BRD-K67637637	olopatadine	Histamine receptor antagonist
1687	17.35	cp	BRD-U68942961	JW-7-24-1	LCK Inhibitor
1688	17.34	cp	BRD-A84134924	pancuronium	Acetylcholine receptor antagonist
1689	17.34	cp	BRD-A65671304	candesartan	Angiotensin receptor antagonist
1690	17.3	cp	BRD-K32610195	androstenedione	Cytochrome P450 inhibitor
1692	17.28	cp	BRD-K55930204	phenytoin	Hydantoin antiepileptic
1696	17.2	cp	BRD-K17497770	butein	EGFR inhibitor
1702	17.07	cp	BRD-A99411506	esculin	Antioxidant
1707	17	cp	BRD-K92093830	doxorubicin	Topoisomerase inhibitor
1709	16.94	cp	BRD-K48935217	epothilone	Microtubule inhibitor
1713	16.88	cp	BRD-K79090631	CGP-60474	CDK inhibitor
1714	16.87	cp	BRD-K67566344	KU-0063794	MTOR inhibitor
1724	16.72	cp	BRD-A34208323	VU-0404997-2	Glutamate receptor modulator
1727	16.63	cp	BRD-K34014345	naproxol	Anti-inflammatory
1731	16.59	cp	BRD-K35573744	erbstatin-analog	EGFR inhibitor
1733	16.53	cp	BRD-K53959060	indirubin	CDK inhibitor
1735	16.51	cp	BRD-K79930101	GW-583340	EGFR inhibitor
1741	16.37	cp	BRD-A33447119	oxfendazole	Anthelmintic
1742	16.32	cp	BRD-K74305673	IKK-2-inhibitor-V	IKK inhibitor
1746	16.22	cp	BRD-K61097567	SB-218795	Tachykinin antagonist
1749	16.14	cp	BRD-K70330367	amantadine	Glutamate receptor antagonist
1754	16.08	cp	BRD-A55815733	phylloquinone	Vitamin K
1757	15.97	cp	BRD-K49328571	dasatinib	BCR-ABL kinase inhibitor
1761	15.94	cp	BRD-A51820102	econazole	Bacterial cell wall synthesis inhibitor
1762	15.9	cp	BRD-K82846253	repaglinide	Insulin secretagogue
1765	15.88	cp	BRD-K03384561	roquinimex	Angiogenesis inhibitor
1771	15.8	cp	BRD-A33711280	metixene	Acetylcholine receptor antagonist
1772	15.8	cp	BRD-A70514680	articaine	Local anesthetic
1780	15.69	cp	BRD-K41445866	alfaxalone	Chloride channel agonist
1784	15.61	cp	BRD-K31912990	CGP-71683	Neuropeptide receptor antagonist
1786	15.56	cp	BRD-K14221570	benzopurpurin-4b	HIV entry inhibitor
1789	15.52	cp	BRD-A65550283	ginsenoside	Steroid hormone receptor agonist
1800	15.3	cp	BRD-K28029915	dolasetron	Serotonin receptor antagonist
1803	15.17	cp	BRD-K50464341	berbamine	Calmodulin antagonist
1804	15.16	cp	BRD-K67847053	guanabenz	Adrenergic receptor agonist
1810	15.09	cp	BRD-A79672927	tropicamide	Acetylcholine receptor antagonist
1813	15.07	cp	BRD-K83988098	alvespimycin	HSP inhibitor
1822	14.92	cp	BRD-K66707493	lawsone	Coloring agent
1826	14.89	cp	BRD-K65417056	meprylcaine	Local anesthetic
1827	14.88	cp	BRD-K93331255	lypressin	Vasopressin receptor agonist
1832	14.7	cp	BRD-K70557564	zosuquidar	P-glycoprotein inhibitor
1833	14.69	cp	BRD-M16762496	PIK-75	DNA protein kinase inhibitor
1843	14.55	cp	BRD-A09467419	mebeverine	Acetylcholine receptor antagonist
1844	14.55	cp	BRD-A25576662	streptozotocin	DNA alkylating agent
1846	14.46	cp	BRD-K39111395	BCL2-inhibitor	BCL inhibitor
1848	14.44	cp	BRD-A92161634	scopoline	Acetylcholine receptor antagonist
1852	14.37	cp	BRD-K28115081	apafant	Platelet activating factor receptor antagonist
1856	14.34	cp	BRD-A65013509	oxybutynin	Acetylcholine receptor antagonist
1865	14.18	cp	BRD-A94756469	digoxin	ATPase inhibitor
1867	14.15	cp	BRD-K82688027	RG-13022	PDGFR receptor inhibitor
1876	13.97	cp	BRD-A19053259	pseudopelletierine	Anthelmintic
1877	13.96	cp	BRD-K39944607	ochratoxin-a	Phenylalanyl tRNA synthetase inhibitor
1878	13.95	cp	BRD-K64614248	salicin	Anti-inflammatory
1881	13.9	cp	BRD-K37618799	MRS-1220	Adenosine receptor antagonist
1885	13.83	cp	BRD-A95096829	PNU-96415E	Dopamine receptor antagonist
1888	13.78	cp	BRD-K05104363	PD-184352	MEK inhibitor
1889	13.72	cp	BRD-K40902647	vincamine	Adrenergic receptor antagonist
1896	13.54	cp	BRD-A67799922	phenoxybenzamine	Adrenergic receptor antagonist
1897	13.52	cp	BRD-K79425933	benperidol	Dopamine receptor antagonist
1900	13.5	cp	BRD-A82590476	SDZ-NKT-343	Tachykinin antagonist
1909	13.34	cp	BRD-K93433262	alfacalcidol	Vitamin D receptor agonist
1918	13.23	cp	BRD-K92413528	thiazolidinecarboxylic-acid	Reducing agent
1921	13.13	cp	BRD-K09255212	clioquinol	Chelating agent
1927	13.05	cp	BRD-A07765530	epinephrine	carbonic anhydrase activator
1930	12.98	cp	BRD-K79254416	decitabine	DNA methyltransferase inhibitor
1931	12.94	cp	BRD-K47150025	KI-8751	VEGFR inhibitor
1938	12.84	cp	BRD-K61177364	NBI-27914	CRF receptor antagonist
1940	12.79	cp	BRD-K01902415	pirinixic-acid	PPAR receptor agonist
1942	12.77	cp	BRD-K78485176	olmesartan	Angiotensin receptor antagonist
1944	12.74	cp	BRD-A80638690	floxuridine	DNA synthesis inhibitor
1953	12.66	cp	BRD-A92439610	triamcinolone	Glucocorticoid receptor agonist
1955	12.63	cp	BRD-K64994968	progesterone	Progesterone receptor agonist
1956	12.62	cp	BRD-K10974103	diloxanide	Protein synthesis inhibitor
1957	12.59	cp	BRD-K46678324	RHO-kinase-inhibitor-II	Rho associated kinase inhibitor
1959	12.58	cp	BRD-K94887716	TFMPP	Serotonin receptor agonist
1966	12.49	cp	BRD-K82135108	elesclomol	Oxidative stress inducer
1968	12.45	cp	BRD-K56115039	BU-226	Imidazoline receptor ligand
1975	12.35	cp	BRD-K28806945	L-750667	Dopamine receptor antagonist
1977	12.31	cp	BRD-K49372556	mofezolac	Cyclooxygenase inhibitor
1980	12.28	cp	BRD-K12184916	dactolisib	MTOR inhibitor
1981	12.26	cp	BRD-K57222227	indometacin	Cyclooxygenase inhibitor
1982	12.25	cp	BRD-K94841585	emodic-acid	Laxative
1983	12.25	cp	BRD-K27305650	LY-294002	MTOR inhibitor
1984	12.25	cp	BRD-A50675702	fipronil	GABA gated chloride channel blocker
1987	12.21	cp	BRD-K21680192	mitoxantrone	Topoisomerase inhibitor
1992	12.15	cp	BRD-K98493452	honokiol	AKT inhibitor
1996	12.06	cp	BRD-A01320529	salmeterol	Adrenergic receptor agonist
1997	12.02	cp	BRD-K19220233	JNK-9L	JNK inhibitor
1998	12.02	cp	BRD-K83322645	L-693403	Sigma receptor agonist
2003	11.94	cp	BRD-A45499626	UBP-302	Glutamate receptor antagonist
2004	11.94	cp	BRD-K82484965	carmoxirole	Dopamine receptor agonist
2009	11.84	cp	BRD-K80778372	RO-19-4605	GABA benzodiazepine site receptor inverse agonist
2010	11.84	cp	BRD-K84895041	BMY-45778	IP1 prostacyclin receptor agonist
2012	11.83	cp	BRD-K40530731	hyoscyamine	Acetylcholine receptor antagonist
2019	11.75	cp	BRD-A83237092	fulvestrant	Estrogen receptor antagonist
2020	11.75	cp	BRD-A54880345	etomidate	GABA receptor modulator
2022	11.74	cp	BRD-A22256192	terazosin	Adrenergic receptor antagonist
2025	11.7	cp	BRD-A85025557	NCS-382	GABA receptor antagonist
2026	11.68	cp	BRD-K74733595	APHA-compound-8	HDAC inhibitor
2027	11.68	cp	BRD-K37447567	hydrocotarnine	Opioid receptor antagonist
2033	11.6	cp	BRD-K88849294	lobaric-acid	Tyrosine phosphatase inhibitor
2038	11.54	cp	BRD-K76698671	HNHA	HDAC inhibitor
2040	11.53	cp	BRD-K63533170	AM-630	Cannabinoid receptor antagonist
2043	11.52	cp	BRD-K70487031	flupentixol	Dopamine receptor antagonist
2047	11.48	cp	BRD-K06712146	YM-90709	IL5 inhibitor
2053	11.35	cp	BRD-K72726508	arcyriaflavin-a	CDK inhibitor
2063	11.13	cp	BRD-K09497549	kawain	Calcium channel modulator
2065	11.1	cp	BRD-A30437061	camptothecin	Topoisomerase inhibitor
2067	11.05	cp	BRD-K72541103	JAK3-inhibitor-I	JAK inhibitor
2069	11.01	cp	BRD-K14681867	somatostatin	Somatostatin receptor agonist
2074	10.97	cp	BRD-A84327315	calcitriol	Vitamin D receptor agonist
2079	10.93	cp	BRD-K53220666	trimetozine	Sedative
2082	10.9	cp	BRD-K91263825	nortriptyline	Tricyclic antidepressant
2084	10.88	cp	BRD-K29178788	dictamnine	Furoquinoline alkaloid
2085	10.84	cp	BRD-A97674275	ranolazine	Sodium channel blocker
2089	10.78	cp	BRD-K16233984	eriochrome-black-t	Azo dye
2092	10.76	cp	BRD-A55913614	primaquine	Antimalarial
2094	10.68	cp	BRD-A96456596	FPL-55712	Leukotriene receptor antagonist
2113	10.51	cp	BRD-A11990600	lorazepam	Benzodiazepine receptor agonist
2114	10.5	cp	BRD-A72066420	mifobate	PPAR receptor antagonist
2117	10.48	cp	BRD-A78877355	nefopam	Cyclooxygenase inhibitor
2118	10.47	cp	BRD-A84389091	L-655708	GABA receptor inverse agonist
2121	10.45	cp	BRD-K96271548	coumaric-acid	Antioxidant
2123	10.42	cp	BRD-A43671941	oxprenolol	Adrenergic receptor antagonist
2125	10.4	cp	BRD-K82109576	vincristine	Tubulin inhibitor
2127	10.39	cp	BRD-A11702965	chromomycin-a3	DNA binding agent
2128	10.36	cp	BRD-K14920963	erythrosine	Coloring agent
2129	10.32	cp	BRD-K71266197	PSB-06126	NTPDase inhibitor
2132	10.28	cp	BRD-K30097969	pitavastatin	HMGCR inhibitor
2138	10.18	cp	BRD-A41833852	naloxone	Opioid receptor antagonist
2142	10.12	cp	BRD-K99029477	prometon	Photosynthesis inhibitor
2144	10.1	cp	BRD-K72024482	MRS-1754	Adenosine receptor antagonist
2145	10.1	cp	BRD-K66788707	fludarabine	DNA synthesis inhibitor
2153	9.95	cp	BRD-K68202742	trichostatin-a	HDAC inhibitor
2155	9.94	cp	BRD-K82561139	ricinine	Casein kinase inhibitor
2156	9.93	cp	BRD-K41410256	balsalazide	Cyclooxygenase inhibitor
2157	9.87	cp	BRD-A98378129	talniflumate	Cyclooxygenase inhibitor
2158	9.86	cp	BRD-K69837166	trap-101	Nociceptin/orphanin FQ (NOP) receptor antagonist
2160	9.82	cp	BRD-K89626439	sirolimus	MTOR inhibitor
2164	9.78	cp	BRD-K77286328	reversine	Aurora kinase inhibitor
2166	9.77	cp	BRD-K11801786	trimidox	Ribonucleotide reductase inhibitor
2168	9.76	cp	BRD-K12002134	megestrol	progesterone receptor agonist
2169	9.73	cp	BRD-K33860217	CP-94253	Serotonin receptor agonist
2170	9.72	cp	BRD-K15567136	papaverine	Phosphodiesterase inhibitor
2171	9.72	cp	BRD-A28746609	paclitaxel	Tubulin inhibitor
2176	9.69	cp	BRD-A99449986	MT-21	Caspase activator
2179	9.67	cp	BRD-A52282606	lacidipine	Calcium channel blocker
2180	9.65	cp	BRD-K50018155	RS-67506	Serotonin receptor partial agonist
2181	9.64	cp	BRD-K88625236	nonoxynol-9	Membrane integrity inhibitor
2184	9.59	cp	BRD-K28863208	PNU-282987	Cholinergic receptor agonist
2185	9.58	cp	BRD-K54330070	SB-202190	p38 MAPK inhibitor
2186	9.58	cp	BRD-K91904471	SD-169	p38 MAPK inhibitor
2188	9.57	cp	BRD-K10467831	tibolone	Androgen receptor agonist
2197	9.49	cp	BRD-A41995253	brucine	Glycine receptor antagonist
2198	9.47	cp	BRD-K78280988	anandamide	Cannabinoid receptor agonist
2199	9.43	cp	BRD-K68174511	torin-2	MTOR inhibitor
2203	9.41	cp	BRD-K06221026	DUP-697	Cyclooxygenase inhibitor
2204	9.41	cp	BRD-K73395020	SA-1478088	-666
2207	9.37	cp	BRD-A43940795	tetrahydropalmatine	Serotonin release inhibitor
2209	9.34	cp	BRD-K54708045	nTZDpa	PPAR receptor agonist
2211	9.3	cp	BRD-A63667919	methylergometrine	Dopamine receptor antagonist
2216	9.21	cp	BRD-K86958018	olvanil	TRPV agonist
2219	9.19	cp	BRD-K12357156	AG-490	EGFR inhibitor
2221	9.11	cp	BRD-K03842655	penitrem-a	Potassium channel blocker
2223	9.08	cp	BRD-K24681473	YM-155	Survivin inhibitor
2229	9.01	cp	BRD-K94325918	kinetin-riboside	Apoptosis stimulant
2230	9	cp	BRD-K17561142	amiodarone	Potassium channel blocker
2231	8.99	cp	BRD-K47761761	PD-168077	Dopamine receptor agonist
2235	8.94	cp	BRD-K28470988	L-690330	Inositol monophosphatase inhibitor
2238	8.93	cp	BRD-K11433652	aspirin	Cyclooxygenase inhibitor
2244	8.87	cp	BRD-K49945136	GR-113808	Serotonin receptor antagonist
2246	8.85	cp	BRD-A58564983	selamectin	Nematocide
2247	8.79	cp	BRD-K82381502	acetylcholine	Acetylcholine receptor agonist
2256	8.7	cp	BRD-K00532621	midazolam	Benzodiazepine receptor agonist
2259	8.68	cp	BRD-A33833419	TER-14687	Inhibitor of translocation of PKCq in T cells
2270	8.58	cp	BRD-K55301415	abiraterone	17,20 lyase inhibitor
2271	8.57	cp	BRD-K80325895	eicosadienoic-acid	-666
2272	8.56	cp	BRD-A36630025	SN-38	Topoisomerase inhibitor
2276	8.5	cp	BRD-A01593789	chlormadinone	5-alpha reductase inhibitor
2278	8.49	cp	BRD-K94080537	diethyltoluamide	DEET activator of fly antenna ionotropic receptor IR40a
2279	8.49	cp	BRD-K10065684	dantron	Laxative
2283	8.46	cp	BRD-K30020243	aliskiren	Antihypertensive
2284	8.45	cp	BRD-K73838513	cinacalcet	Calcium channel activator
2285	8.45	cp	BRD-A53077924	tianeptine	Selective serotonin reuptake enhancer (SSRE)
2286	8.45	cp	BRD-K04210847	tamoxifen	Estrogen receptor antagonist
2289	8.39	cp	BRD-K17743125	belinostat	HDAC inhibitor
2290	8.38	cp	BRD-K89274813	DMP-543	Acetylcholine release stimulant
2291	8.37	cp	BRD-K84566043	fenpiverinium	Acetylcholine receptor antagonist
2296	8.28	cp	BRD-A00758722	noretynodrel	Progestogen hormone
2299	8.26	cp	BRD-K99946902	hexylresorcinol	Local anesthetic
2303	8.18	cp	BRD-K92758126	gibberellic-acid	NFkB pathway inhibitor
2304	8.18	cp	BRD-K19540840	saracatinib	SRC inhibitor
2305	8.17	cp	BRD-K05901394	terguride	Dopamine receptor agonist
2307	8.14	cp	BRD-A80960055	celastrol	Anti-inflammatory
2311	8.1	cp	BRD-K61401890	deguelin	NADH-ubiquinone oxidoreductase (Complex I) inhibitor
2312	8.09	cp	BRD-K14767410	SC-560	Cyclooxygenase inhibitor
2316	8.04	cp	BRD-A07395371	esmolol	Adrenergic receptor antagonist
2321	8.03	cp	BRD-K55044200	amoxicillin	Penicillin binding protein inhibitor
2322	8.02	cp	BRD-K09485525	GANT-61	GLI antagonist
2323	8.02	cp	BRD-K37848908	ceforanide	Penicillin binding protein inhibitor
2326	7.99	cp	BRD-A20589515	dihydroxyphenylglycine	Glutamate receptor agonist
2327	7.99	cp	BRD-K96720755	relcovaptan	Vasopressin receptor antagonist
2331	7.93	cp	BRD-K36627727	tamibarotene	Retinoid receptor agonist
2332	7.93	cp	BRD-K64670467	JNJ-16259685	Glutamate receptor antagonist
2335	7.86	cp	BRD-K36638830	anabasine	Acetylcholine receptor agonist
2351	7.68	cp	BRD-K65786282	CGP-7930	GABA receptor modulator
2356	7.62	cp	BRD-K15592317	CP466722	ATM kinase inhibitor
2357	7.61	cp	BRD-A15914070	4-hydroxy-2-nonenal	Cytotoxic lipid peroxidation product
2359	7.6	cp	BRD-A00267231	hemado	Adenosine receptor agonist
2360	7.6	cp	BRD-K47659338	EMD-386088	Serotonin receptor agonist
2370	7.39	cp	BRD-A64297288	amlodipine	Calcium channel blocker
2371	7.39	cp	BRD-K83597974	pargyline	Monoamine oxidase inhibitor
2374	7.38	cp	BRD-K47598052	PP-1	SRC inhibitor
2379	7.36	cp	BRD-K62374253	rufloxacin	Bacterial DNA gyrase inhibitor
2380	7.36	cp	BRD-K65503129	HSP90-inhibitor	HSP inhibitor
2381	7.36	cp	BRD-K91336023	mesulergine	Dopamine receptor agonist
2382	7.35	cp	BRD-K01815685	indole	aryl hydrocarbon receptor agonist
2383	7.34	cp	BRD-A41692738	TGX-221	PI3K inhibitor
2384	7.33	cp	BRD-A75455249	kavain	Calcium channel modulator
2386	7.32	cp	BRD-A64092382	mexiletine	Sodium channel blocker
2387	7.29	cp	BRD-K05737787	isoeugenol	Nitric oxide production inhibitor
2388	7.29	cp	BRD-K90574421	ipsapirone	Serotonin receptor agonist
2392	7.23	cp	BRD-A64479082	quinidine	Sodium channel blocker
2395	7.2	cp	BRD-A66435872	HTMT	Histamine receptor agonist
2397	7.17	cp	BRD-K40782193	QX-222	Sodium channel blocker
2410	7.01	cp	BRD-K33226500	indinavir	HIV protease inhibitor
2411	7.01	cp	BRD-A32836748	leu-enkephalin	Opioid receptor agonist
2412	7	cp	BRD-A43974575	tranylcypromine	Monoamine oxidase inhibitor
2414	7	cp	BRD-K35559145	levomepromazine	Dopamine receptor antagonist
2416	6.99	cp	BRD-K59962020	CHEMBL-374350	NFkB pathway inhibitor
2418	6.96	cp	BRD-K17294426	clebopride	Dopamine receptor antagonist
2421	6.94	cp	BRD-K05181463	L-741626	Dopamine receptor antagonist
2428	6.84	cp	BRD-K01648091	LE-300	Dopamine receptor antagonist
2432	6.83	cp	BRD-K48300629	zonisamide	Sodium channel blocker
2433	6.83	cp	BRD-K55424922	anpirtoline	Serotonin receptor agonist
2436	6.8	cp	BRD-A27554692	altrenogest	Progestogen hormone
2437	6.79	cp	BRD-A68888262	azelastine	Histamine receptor antagonist
2439	6.78	cp	BRD-K35629949	SR-27897	CCK receptor antagonist
2449	6.67	cp	BRD-K84955386	hyperoside	Glucosidase inhibitor
2451	6.65	cp	BRD-K08219523	5-nonyloxytryptamine	Serotonin receptor agonist
2452	6.65	cp	BRD-A49370193	RO-60-0175	Serotonin receptor agonist
2455	6.64	cp	BRD-A77291778	cyclopentolate	Acetylcholine receptor antagonist
2458	6.59	cp	BRD-K61341215	vecuronium	Acetylcholine receptor antagonist
2459	6.59	cp	BRD-K86595100	chlordiazepoxide	Benzodiazepine receptor agonist
2464	6.55	cp	BRD-A34751532	homosalate	HSP inducer
2471	6.45	cp	BRD-K41051431	mecillinam	Bacterial cell wall synthesis inhibitor
2474	6.44	cp	BRD-K08640512	RS-100329	Adrenergic receptor antagonist
2478	6.38	cp	BRD-A17819071	gedunin	HSP inhibitor
2482	6.35	cp	BRD-A70649075	sulconazole	Sterol demethylase inhibitor
2483	6.35	cp	BRD-K04170657	psoromic-acid	Ras GTPase inhibitor
2486	6.33	cp	BRD-A09722536	cyclophosphamide	DNA alkylating agent
2489	6.31	cp	BRD-A93424738	dexamethasone	Glucocorticoid receptor agonist
2496	6.17	cp	BRD-A61470182	n-formylmethionylalanine	macrophage activator
2500	6.15	cp	BRD-A31195449	TCB2	Serotonin receptor agonist
2502	6.11	cp	BRD-K56509348	BMS-182874	Endothelin receptor antagonist
2504	6.1	cp	BRD-K64514229	toltrazuril	Antiprotozoal
2505	6.09	cp	BRD-K75958195	pizotifen	Serotonin receptor antagonist
2508	6.02	cp	BRD-A26334849	propafenone	Antiarrhythmic
2513	5.98	cp	BRD-K08619574	thioproperazine	Dopamine receptor antagonist
2516	5.95	cp	BRD-K40965114	cyanopindolol	Adrenergic receptor antagonist
2518	5.94	cp	BRD-K68341547	W-9	Calmodulin antagonist
2519	5.94	cp	BRD-A00993607	alprenolol	Adrenergic receptor antagonist
2521	5.88	cp	BRD-K63430059	methoxsalen	DNA synthesis inhibitor
2525	5.85	cp	BRD-K97752965	nicorandil	Nitric oxide donor
2526	5.83	cp	BRD-A55756846	H-7	PKA inhibitor
2527	5.8	cp	BRD-K76568384	PHTPP	Estrogen receptor antagonist
2531	5.78	cp	BRD-K52721684	PCO-400	Potassium channel activator
2534	5.74	cp	BRD-K27710560	splitomycin	SIRT inhibitor
2536	5.73	cp	BRD-A92177080	betamethasone	Glucocorticoid receptor agonist
2537	5.71	cp	BRD-K74212935	ergocryptine	Dopamine agonist
2540	5.67	cp	BRD-K66896231	BRD-K66896231	Acetylcholinesterase inhibitor
2541	5.67	cp	BRD-K38305202	domperidone	Dopamine receptor antagonist
2542	5.65	cp	BRD-K38449220	seneciphylline	Cytochrome P450 inhibitor
2543	5.64	cp	BRD-K15588452	R-96544	Serotonin receptor antagonist
2544	5.64	cp	BRD-K54095730	CMPD-1	p38 MAPK inhibitor
2548	5.6	cp	BRD-K15086322	JNJ-10191584	Histamine receptor antagonist
2549	5.6	cp	BRD-K36864847	BD-1047	Adrenergic receptor antagonist
2554	5.56	cp	BRD-K51671335	sulpiride	Dopamine receptor antagonist
2558	5.52	cp	BRD-A85280935	quinpirole	Dopamine receptor agonist
2563	5.46	cp	BRD-K99595596	salsolinol	Monoamine oxidase inhibitor
2568	5.41	cp	BRD-K22947005	dexbrompheniramine	Histamine receptor antagonist
2569	5.41	cp	BRD-A56012032	thiorphan	Membrane metalloendopeptidase inhibitor
2570	5.39	cp	BRD-K58772419	AZD-6482	PI3K inhibitor
2571	5.39	cp	BRD-K25905511	buddleoflavonoloside	Acetylcholinesterase inhibitor
2573	5.38	cp	BRD-A61392169	eliprodil	Glutamate receptor antagonist
2583	5.34	cp	BRD-K73589491	nizatidine	Histamine receptor antagonist
2584	5.33	cp	BRD-A31007383	SDZ-WAG-994	Adenosine receptor agonist
2585	5.33	cp	BRD-A02333338	cyclopamine	Smoothened receptor antagonist
2589	5.29	cp	BRD-K17378184	prestwick-559	Dopamine receptor agonist
2591	5.27	cp	BRD-K66874953	pifithrin-alpha	TP53 inhibitor
2596	5.25	cp	BRD-A79903587	tegafur	Thymidylate synthase inhibitor
2597	5.25	cp	BRD-K76587808	fraxetin	Antioxidant
2606	5.18	cp	BRD-K42573370	avrainvillamide-analog-2	nucleophosmin inhibitor
2607	5.18	cp	BRD-A92630576	trimebutine	Opioid receptor agonist
2611	5.18	cp	BRD-A36217750	sulfinpyrazone	Uricosuric blocker
2612	5.17	cp	BRD-K03319035	maprotiline	Norepinephrine reuptake inhibitor
2613	5.16	cp	BRD-K49519144	LY-2140023	Glutamate receptor agonist
2619	5.12	cp	BRD-K79353516	indolophenanthridine	CALY activator
2623	5.08	cp	BRD-A24191444	ifenprodil	Adrenergic receptor antagonist
2624	5.08	cp	BRD-A49225603	alimemazine	Histamine receptor agonist
2626	5.07	cp	BRD-K13800121	parecoxib	Cyclooxygenase inhibitor
2627	5.07	cp	BRD-K35458079	edaravone	Nootropic agent
2634	5.05	cp	BRD-A99833829	bethanechol	Acetylcholine receptor agonist
2636	5.04	cp	BRD-K89348303	ramipril	ACE inhibitor
2637	5.02	cp	BRD-K76908866	CP-724714	EGFR inhibitor
2641	4.99	cp	BRD-K86887724	dofetilide	Potassium channel blocker
2642	4.99	cp	BRD-K88304388	dextrorphan	Glutamate receptor antagonist
2643	4.99	cp	BRD-K16277217	piperacetazine	Dopamine receptor antagonist
2654	4.94	cp	BRD-K40255344	tyrphostin-A9	Protein tyrosine kinase inhibitor
2655	4.93	cp	BRD-K70281171	U-99194	Dopamine receptor antagonist
2658	4.91	cp	BRD-K96037667	norethindrone	Progesterone receptor agonist
2663	4.86	cp	BRD-A58157837	butabindide	Tripeptidyl peptidase inhibitor
2665	4.84	cp	BRD-K64402243	ivachtin	Caspase inhibitor
2666	4.83	cp	BRD-K33453211	levocabastine	Histamine receptor antagonist
2671	4.8	cp	BRD-K78599730	manumycin-a	Farnesyltransferase inhibitor
2678	4.75	cp	BRD-A19633847	perhexiline	Carnitine palmitoyltransferase inhibitor
2683	4.72	cp	BRD-K28296557	AKT-inhibitor-IV	AKT inhibitor
2684	4.72	cp	BRD-K81225797	SCH-58261	Adenosine receptor antagonist
2686	4.7	cp	BRD-K00312224	PPT	Estrogen receptor agonist
2687	4.68	cp	BRD-K06854232	AM-580	Retinoid receptor agonist
2691	4.62	cp	BRD-K47278471	diphenhydramine	Histamine receptor antagonist
2694	4.6	cp	BRD-A06784547	MRS-1334	Adenosine receptor antagonist
2695	4.58	cp	BRD-K65639003	icariin	Phosphodiesterase inhibitor
2696	4.58	cp	BRD-A22713669	BVT-948	Tyrosine phosphatase inhibitor
2701	4.55	cp	BRD-K96471533	nitazoxanide	Pyruvate ferredoxin oxidoreductase inhibitor
2705	4.55	cp	BRD-K41895714	AS-605240	PI3K inhibitor
2713	4.47	cp	BRD-K08619838	tremorine	Acetylcholine receptor agonist
2722	4.4	cp	BRD-K74761218	WT-171	HDAC inhibitor
