Rank	Score	Type	ID	Name	Description
1202	52.68	cp	BRD-K39965020	doconexent	PPAR receptor agonist
1204	52.57	cp	BRD-K23875128	RHO-kinase-inhibitor-III[rockout]	Rho associated kinase inhibitor
1205	52.55	cp	BRD-K81225797	SCH-58261	Adenosine receptor antagonist
1208	52.5	cp	BRD-M16762496	PIK-75	DNA protein kinase inhibitor
1210	52.34	cp	BRD-A24381660	zeranol	Estrogen receptor agonist
1211	52.3	cp	BRD-K57886322	fluocinonide	Glucocorticoid receptor agonist
1223	51.77	cp	BRD-K07507905	BRL-37344	Adrenergic receptor agonist
1224	51.76	cp	BRD-K33818169	GW-3965	LXR agonist
1232	51.38	cp	BRD-K50135270	GBR-12935	Dopamine uptake inhibitor
1233	51.37	cp	BRD-A33711280	metixene	Acetylcholine receptor antagonist
1235	51.28	cp	BRD-A80775386	hyperforin	Cyclooxygenase inhibitor
1236	51.2	cp	BRD-K53878242	MMPX	Phosphodiesterase inhibitor
1237	51.02	cp	BRD-A64297288	amlodipine	Calcium channel blocker
1240	50.96	cp	BRD-K99749624	linifanib	PDGFR receptor inhibitor
1241	50.85	cp	BRD-K78692225	leflunomide	Dihydroorotate dehydrogenase inhibitor
1243	50.8	cp	BRD-K28912512	nicotinamide	Protein synthesis stimulant
1246	50.78	cp	BRD-A49358627	ciprofibrate	PPAR receptor agonist
1250	50.71	cp	BRD-K86509404	iso-olomoucine	CDK inhibitor
1255	50.58	cp	BRD-K39391626	ethylestrenol	Progesterone receptor agonist
1256	50.58	cp	BRD-K55430733	WAY-629	Serotonin receptor agonist
1257	50.56	cp	BRD-K73293050	WZ-3146	EGFR inhibitor
1260	50.5	cp	BRD-K55034111	pefloxacin	Bacterial DNA gyrase inhibitor
1261	50.5	cp	BRD-A03216249	mepivacaine	Potassium channel blocker
1263	50.49	cp	BRD-K08287586	butylparaben	DNA synthesis inhibitor
1265	50.35	cp	BRD-U73238814	QL-XI-92	DDR1 inhibitor
1266	50.34	cp	BRD-K16977723	PP-3	EGFR inhibitor
1268	50.27	cp	BRD-K86301799	dipyridamole	Phosphodiesterase inhibitor
1271	50.17	cp	BRD-A30205217	ethotoin	Hydantoin antiepileptic
1272	50.14	cp	BRD-K13810148	givinostat	HDAC inhibitor
1273	50.13	cp	BRD-A35912562	pregnenolone	Glutamate receptor modulator
1274	50.08	cp	BRD-K02526760	QS-11	ARFGAP inhibitor
1279	49.91	cp	BRD-K67977190	eprosartan	Angiotensin receptor antagonist
1283	49.73	cp	BRD-A43849199	karakoline	Phytotoxin
1285	49.66	cp	BRD-A58048407	nimodipine	Calcium channel blocker
1288	49.47	cp	BRD-K04710043	hexamethylenebisacetamide	AKT inhibitor
1289	49.41	cp	BRD-A03816571	CP-55940	Cannabinoid receptor agonist
1290	49.25	cp	BRD-A18202423	CPCCOEt	Glutamate receptor antagonist
1291	49.25	cp	BRD-K58299615	RO-90-7501	Beta amyloid inhibitor
1304	48.67	cp	BRD-A65440446	cimaterol	Adrenergic receptor agonist
1305	48.66	cp	BRD-K32311154	nifekalant	Potassium channel blocker
1307	48.53	cp	BRD-K61341215	vecuronium	Acetylcholine receptor antagonist
1309	48.52	cp	BRD-K11558771	droxinostat	HDAC inhibitor
1312	48.44	cp	BRD-K12184916	dactolisib	MTOR inhibitor
1314	48.43	cp	BRD-A16311756	profenamine	Butyrylcholinesterase inhibitor
1320	48.25	cp	BRD-K96134740	kitasamycin	Protein synthesis inhibitor
1328	48.02	cp	BRD-K52620403	STO-609	Calmodulin antagonist
1329	47.99	cp	BRD-K43978949	PIT	Purinergic receptor antagonist
1333	47.89	cp	BRD-K67445247	flurofamide	Urease inhibitor
1335	47.84	cp	BRD-A97479839	piperidolate	Acetylcholine receptor antagonist
1338	47.75	cp	BRD-K63533170	AM-630	Cannabinoid receptor antagonist
1342	47.54	cp	BRD-K90885812	propantheline	Acetylcholine receptor antagonist
1343	47.49	cp	BRD-K15196155	IBC-293	Hydroxycarboxylic acid receptor agonist
1345	47.36	cp	BRD-K88759641	EMD-66684	Angiotensin receptor antagonist
1346	47.29	cp	BRD-K56115039	BU-226	Imidazoline receptor ligand
1348	47.08	cp	BRD-A39290993	cyproterone	Androgen receptor antagonist
1350	47.04	cp	BRD-A03359064	ICI-89406	Adrenergic receptor antagonist
1351	47.03	cp	BRD-A34706053	CGP-12177	Adrenergic receptor agonist
1353	46.93	cp	BRD-K99595596	salsolinol	Monoamine oxidase inhibitor
1355	46.83	cp	BRD-K01815685	indole	aryl hydrocarbon receptor agonist
1358	46.63	cp	BRD-K95921201	reserpine	Vesicular monoamine transporter inhibitor
1359	46.63	cp	BRD-K91733562	secoisolariciresinol	Antioxidant
1361	46.61	cp	BRD-K67277431	picotamide	Thromboxane receptor antagonist
1366	46.5	cp	BRD-K71103788	duloxetine	Serotonin reuptake inhibitor
1367	46.43	cp	BRD-K92446736	zatebradine	HCN channel blocker
1373	46.24	cp	BRD-A43940795	tetrahydropalmatine	Serotonin release inhibitor
1374	46.17	cp	BRD-K21667562	AM-404	Cyclooxygenase inhibitor
1375	46.15	cp	BRD-K79131256	albendazole	Anthelmintic
1376	46.07	cp	BRD-K12219985	glipizide	Sulfonylurea
1377	45.97	cp	BRD-K30990140	FR-122047	Cyclooxygenase inhibitor
1379	45.89	cp	BRD-K28075147	biochanin-a	Estrogen receptor agonist
1380	45.89	cp	BRD-A36707673	hydroxycholesterol	LXR agonist
1381	45.89	cp	BRD-K55127134	fluphenazine	Dopamine receptor antagonist
1382	45.86	cp	BRD-A61392169	eliprodil	Glutamate receptor antagonist
1385	45.78	cp	BRD-A35338386	NECA	Adenosine receptor agonist
1388	45.52	cp	BRD-K89162000	tandutinib	FLT3 inhibitor
1389	45.5	cp	BRD-K46317332	proadifen	Nitric oxide synthase inhibitor
1390	45.5	cp	BRD-K10995081	perphenazine	Dopamine receptor antagonist
1392	45.45	cp	BRD-A45499626	UBP-302	Glutamate receptor antagonist
1396	45.36	cp	BRD-K63195589	tipifarnib	Farnesyltransferase inhibitor
1400	45.33	cp	BRD-K88560311	rucaparib	PARP inhibitor
1404	45.21	cp	BRD-K30480208	torasemide	Electrolyte reabsorption inhibitor
1410	45.1	cp	BRD-K55344148	BU-224	Imidazoline receptor ligand
1411	45.09	cp	BRD-K64835161	BRD-K64835161	-666
1412	45.08	cp	BRD-K95885906	quercetagetin	PIM inhibitor
1413	45.07	cp	BRD-A01593789	chlormadinone	5-alpha reductase inhibitor
1415	44.99	cp	BRD-K53959060	indirubin	CDK inhibitor
1417	44.98	cp	BRD-K27141178	SB-203186	Serotonin receptor antagonist
1418	44.92	cp	BRD-A62525898	prednisone	Glucocorticoid receptor agonist
1419	44.88	cp	BRD-K84996949	sinensetin	Cyclooxygenase inhibitor
1428	44.49	cp	BRD-K32645441	dipropyl-5ct	Serotonin receptor agonist
1431	44.41	cp	BRD-K57926513	tyrphostin-AG-1295	PDGFR receptor inhibitor
1439	44.25	cp	BRD-A98378129	talniflumate	Cyclooxygenase inhibitor
1440	44.25	cp	BRD-K26160755	RS-45041-190	Imidazoline receptor agonist
1441	44.21	cp	BRD-K37792168	denbufylline	Phosphodiesterase inhibitor
1443	44.19	cp	BRD-K52080565	rilmenidine	Imidazoline receptor agonist
1446	44.11	cp	BRD-K65786282	CGP-7930	GABA receptor modulator
1449	44.04	cp	BRD-K48367671	febuxostat	Xanthine oxidase inhibitor
1452	44.02	cp	BRD-K08252256	diclofenac	Cyclooxygenase inhibitor
1453	43.97	cp	BRD-A18497530	5-iodotubercidin	Adenosine kinase inhibitor
1454	43.96	cp	BRD-K54416256	methimazole	Antithyroid
1456	43.92	cp	BRD-A09056319	alfuzosin	Adrenergic receptor antagonist
1458	43.81	cp	BRD-U51951544	ZG-10	JNK inhibitor
1459	43.78	cp	BRD-K92413528	thiazolidinecarboxylic-acid	Reducing agent
1461	43.72	cp	BRD-A48430263	pioglitazone	Insulin sensitizer
1462	43.59	cp	BRD-K61269089	daphnetin	Protein kinase inhibitor
1463	43.58	cp	BRD-K50660797	epicatechin	Bacterial DNA gyrase inhibitor
1464	43.54	cp	BRD-K62200014	anagrelide	Phosphodiesterase inhibitor
1465	43.49	cp	BRD-K93880783	stavudine	DNA directed DNA polymerase inhibitor
1466	43.44	cp	BRD-K22227508	targinine	Nitric oxide synthase inhibitor
1467	43.43	cp	BRD-A89337244	PD-102807	Acetylcholine receptor antagonist
1470	43.33	cp	BRD-K18799075	BAY-59-3074	Cannabinoid receptor partial agonist
1475	43.2	cp	BRD-K60460488	nelfinavir	HIV protease inhibitor
1479	43.08	cp	BRD-A75402480	desoxycorticosterone	Mineralocorticoid receptor agonist
1482	43.02	cp	BRD-K83794624	pirarubicin	Topoisomerase inhibitor
1483	42.98	cp	BRD-K40902647	vincamine	Adrenergic receptor antagonist
1484	42.91	cp	BRD-A80383043	BRD-A80383043	Glutamate receptor agonist
1487	42.72	cp	BRD-K81169441	cerivastatin	HMGCR inhibitor
1490	42.59	cp	BRD-K53972329	ruxolitinib	JAK inhibitor
1491	42.5	cp	BRD-K54210043	NS-1619	Calcium channel activator
1493	42.42	cp	BRD-A41692738	TGX-221	PI3K inhibitor
1494	42.41	cp	BRD-K87909389	alvocidib	CDK inhibitor
1496	42.38	cp	BRD-K64052750	gefitinib	EGFR inhibitor
1498	42.31	cp	BRD-A81795050	U-18666A	Oxidosqualene cyclase inhibitor
1499	42.29	cp	BRD-K76723084	isotretinoin	Retinoid receptor agonist
1500	42.26	cp	BRD-A63546914	RO-04-5595	Glutamate receptor antagonist
1501	42.17	cp	BRD-K68873215	phosphodiesterase-V-inhibitor-II	Phosphodiesterase inhibitor
1506	41.9	cp	BRD-A07875874	cilnidipine	Calcium channel blocker
1510	41.79	cp	BRD-A18579359	wiskostatin	Neural Wiskott-Aldrich syndrome protein inhibitor
1514	41.67	cp	BRD-A51829654	BRL-15572	Serotonin receptor antagonist
1516	41.65	cp	BRD-A42831637	tetrahydrocannabinol-7-oic-acid	Anti-inflammatory
1518	41.64	cp	BRD-K32821942	azathioprine	Dehydrogenase inhibitor
1520	41.59	cp	BRD-K82147103	lofepramine	Norepinephrine reuptake inhibitor
1521	41.58	cp	BRD-K31843556	T-0070907	PPAR receptor antagonist
1523	41.41	cp	BRD-K14791739	fluticasone	Glucocorticoid receptor agonist
1524	41.35	cp	BRD-K54987996	CAY-10578	Casein kinase inhibitor
1525	41.32	cp	BRD-K04111260	raclopride	Dopamine receptor antagonist
1528	41.3	cp	BRD-K10843433	phenylbutazone	Cyclooxygenase inhibitor
1533	41.16	cp	BRD-K56558538	ambroxol	Sodium channel blocker
1534	41.14	cp	BRD-A16332958	modafinil	Adrenergic receptor agonist
1535	41.12	cp	BRD-K44067360	flufenamic-acid	Chloride channel blocker
1536	41.1	cp	BRD-K93258693	GW-9662	PPAR receptor antagonist
1539	41.08	cp	BRD-K93280214	gabazine	GABA receptor antagonist
1541	41.04	cp	BRD-K29653726	topiramate	Carbonic anhydrase inhibitor
1542	41.02	cp	BRD-K42679050	Y-27152	Potassium channel activator
1544	40.95	cp	BRD-K66353228	zoxazolamine	Myorelaxant
1546	40.81	cp	BRD-A70083328	secnidazole	Acetylcholinesterase inhibitor
1547	40.77	cp	BRD-K28863208	PNU-282987	Cholinergic receptor agonist
1548	40.77	cp	BRD-K62374253	rufloxacin	Bacterial DNA gyrase inhibitor
1552	40.61	cp	BRD-K85242180	beta-CCP	Indoleamine 2,3-dioxygenase inhibitor
1556	40.55	cp	BRD-K56614220	clofazimine	GK0582 inhibitor
1558	40.32	cp	BRD-K14821540	FCCP	Mitochondrial oxidative phosphorylation uncoupler
1560	40.3	cp	BRD-K71799949	carbamazepine	Carboxamide antiepileptic
1561	40.15	cp	BRD-A55594068	vinblastine	Microtubule inhibitor
1562	40.08	cp	BRD-K05434375	HA-1004	Calcium channel blocker
1564	39.99	cp	BRD-K41996876	tyrphostin-1	EGFR inhibitor
1565	39.97	cp	BRD-K09764130	mead-ethanolamide	Cannabinoid receptor agonist
1566	39.96	cp	BRD-A25569250	KI-16425	Lysophosphatidic acid receptor antagonist
1573	39.6	cp	BRD-K99922388	DPO-1	Potassium channel blocker
1575	39.56	cp	BRD-A36217750	sulfinpyrazone	Uricosuric blocker
1576	39.54	cp	BRD-K50866992	tropisetron	Serotonin receptor antagonist
1579	39.51	cp	BRD-A00520476	otenzepad	Acetylcholine receptor antagonist
1583	39.46	cp	BRD-K62609077	scoulerine	Adrenergic receptor antagonist
1585	39.38	cp	BRD-A73605923	mocimycin	Protein synthesis inhibitor
1586	39.37	cp	BRD-A28856712	tetryzoline	Adrenergic receptor agonist
1589	39.29	cp	BRD-K98769987	flumazenil	Benzodiazepine receptor antagonist
1590	39.27	cp	BRD-K11107424	tiotidine	Histamine receptor antagonist
1591	39.27	cp	BRD-K85030058	benactyzine	Acetylcholine receptor antagonist
1594	39.2	cp	BRD-K77998258	ganglioside	SRC activator
1595	39.17	cp	BRD-K64402243	ivachtin	Caspase inhibitor
1598	39.09	cp	BRD-K28936863	ketotifen	Histamine receptor agonist
1599	39.08	cp	BRD-K18059238	gamma-linolenic-acid	Cyclooxygenase inhibitor
1601	39.06	cp	BRD-K40255344	tyrphostin-A9	Protein tyrosine kinase inhibitor
1603	38.95	cp	BRD-K19220233	JNK-9L	JNK inhibitor
1605	38.93	cp	BRD-K54759182	dosulepin	Norepinephrine reuptake inhibitor
1608	38.83	cp	BRD-K17378184	prestwick-559	Dopamine receptor agonist
1609	38.83	cp	BRD-K26818574	BIX-01294	Histone lysine methyltransferase inhibitor
1611	38.82	cp	BRD-A24514565	warfarin	Vitamin K antagonist
1614	38.68	cp	BRD-K27184429	levocetirizine	Histamine receptor antagonist
1615	38.64	cp	BRD-K13390322	AT-7519	CDK inhibitor
1617	38.59	cp	BRD-A15435692	BMY-14802	Sigma receptor antagonist
1618	38.59	cp	BRD-A26711594	nicardipine	Calcium channel blocker
1619	38.56	cp	BRD-K73109821	diazoxide	Potassium channel activator
1624	38.28	cp	BRD-K80431395	triciribine	AKT inhibitor
1626	38.27	cp	BRD-K72029282	probucol	Atherogenesis inhibitor
1627	38.25	cp	BRD-K19462402	buflomedil	Adrenergic receptor antagonist
1628	38.24	cp	BRD-A04327189	synephrine	Adrenergic receptor agonist
1629	38.19	cp	BRD-K60219430	serdemetan	MDM inhibitor
1632	38.14	cp	BRD-A07000685	hydrocortisone	Glucocorticoid receptor agonist
1633	38.12	cp	BRD-K40619305	larixinic-acid	Compound that interacts with metal centers
1634	37.95	cp	BRD-K44442813	pidotimod	Interferon receptor agonist
1637	37.89	cp	BRD-K15791587	L-733060	Tachykinin antagonist
1638	37.81	cp	BRD-K92760278	riboflavin	Vitamin B
1641	37.72	cp	BRD-A80574334	oxalomalic-acid	Isocitrate dehydrogenase inhibitor
1642	37.65	cp	BRD-K56509348	BMS-182874	Endothelin receptor antagonist
1643	37.59	cp	BRD-K62996583	lidoflazine	Calcium channel blocker
1644	37.58	cp	BRD-A85472596	L-670596	Prostanoid receptor antagonist
1645	37.57	cp	BRD-K41051431	mecillinam	Bacterial cell wall synthesis inhibitor
1652	37.39	cp	BRD-K02407574	parbendazole	Tubulin inhibitor
1653	37.32	cp	BRD-A14574269	UB-165	Acetylcholine receptor agonist
1660	37.18	cp	BRD-K52721684	PCO-400	Potassium channel activator
1664	37.02	cp	BRD-K84987553	MDM2-inhibitor	MDM inhibitor
1665	36.98	cp	BRD-K45479396	BP-554	Serotonin receptor agonist
1668	36.77	cp	BRD-K28428262	brivanib	FGFR inhibitor
1673	36.53	cp	BRD-K03842655	penitrem-a	Potassium channel blocker
1676	36.43	cp	BRD-K02404261	caffeine	Adenosine receptor antagonist
1677	36.39	cp	BRD-K30570479	VU-0400195-3	Glutamate receptor modulator
1680	36.31	cp	BRD-K00312224	PPT	Estrogen receptor agonist
1681	36.3	cp	BRD-K96862998	pirfenidone	TGF beta receptor inhibitor
1682	36.29	cp	BRD-K91263825	nortriptyline	Tricyclic antidepressant
1693	35.87	cp	BRD-K41567364	SB-334867	Orexin receptor antagonist
1695	35.68	cp	BRD-K31054881	BMY-7378	Adrenergic receptor antagonist
1696	35.67	cp	BRD-K99107520	felbamate	Glutamate receptor antagonist
1698	35.62	cp	BRD-A41941932	vitexin	Antioxidant
1702	35.41	cp	BRD-K16485616	mocetinostat	HDAC inhibitor
1704	35.36	cp	BRD-A74667430	etodolac	Cyclooxygenase inhibitor
1706	35.3	cp	BRD-K34330170	rotenonic-acid	Retinoid receptor antagonist
1709	35.16	cp	BRD-K70557564	zosuquidar	P-glycoprotein inhibitor
1710	35.14	cp	BRD-A49734948	foliosidine	Plant alkaloid
1711	35.14	cp	BRD-K60511616	pravastatin	HMGCR inhibitor
1718	34.89	cp	BRD-K62982419	cilomilast	Phosphodiesterase inhibitor
1719	34.84	cp	BRD-K27351809	nomegestrol	Progesterone receptor agonist
1722	34.76	cp	BRD-K32977963	eugenol	Androgen receptor antagonist
1723	34.72	cp	BRD-K50018155	RS-67506	Serotonin receptor partial agonist
1724	34.72	cp	BRD-A79672927	tropicamide	Acetylcholine receptor antagonist
1728	34.64	cp	BRD-K79437791	acetyl-farnesyl-cysteine	Inhibitor of methylation of endogenous isoprenylated proteins
1729	34.63	cp	BRD-K66788707	fludarabine	DNA synthesis inhibitor
1730	34.37	cp	BRD-K85133207	HDAC1-selective	HDAC inhibitor
1733	34.32	cp	BRD-K98521173	desoxycortone	Mineralocorticoid receptor agonist
1736	34.23	cp	BRD-K27721098	clopidogrel	Purinergic receptor antagonist
1737	34.2	cp	BRD-K66782112	BRD-K66782112	Histamine receptor antagonist
1739	34.12	cp	BRD-A41250306	cyclopenthiazide	Thiazide diuretic
1743	33.95	cp	BRD-K79930101	GW-583340	EGFR inhibitor
1746	33.75	cp	BRD-K07736136	VX-702	p38 MAPK inhibitor
1752	33.66	cp	BRD-K01648091	LE-300	Dopamine receptor antagonist
1759	33.24	cp	BRD-A09472452	flecainide	Sodium channel blocker
1761	33.13	cp	BRD-K69650333	idarubicin	Topoisomerase inhibitor
1762	33.11	cp	BRD-K82562631	tolmetin	Cyclooxygenase inhibitor
1763	33.11	cp	BRD-A92177080	betamethasone	Glucocorticoid receptor agonist
1765	33.04	cp	BRD-K11399644	phenformin	AMPK activator
1766	32.93	cp	BRD-K10974103	diloxanide	Protein synthesis inhibitor
1767	32.93	cp	BRD-K84895041	BMY-45778	IP1 prostacyclin receptor agonist
1777	32.34	cp	BRD-K39733634	L-161982	Prostanoid receptor antagonist
1779	32.23	cp	BRD-K50464341	berbamine	Calmodulin antagonist
1780	32.14	cp	BRD-K74212935	ergocryptine	Dopamine agonist
1782	32.1	cp	BRD-A23072235	pheniramine	Histamine receptor antagonist
1788	31.83	cp	BRD-A49046702	SKF-89976A	GABA uptake inhibitor
1789	31.8	cp	BRD-K55424922	anpirtoline	Serotonin receptor agonist
1791	31.73	cp	BRD-K53913732	SB-408124	Orexin receptor antagonist
1794	31.55	cp	BRD-K80325895	eicosadienoic-acid	-666
1797	31.41	cp	BRD-K23922020	arecaidine	Acetylcholine receptor agonist
1798	31.37	cp	BRD-A64479082	quinidine	Sodium channel blocker
1799	31.34	cp	BRD-K05181084	NGB-2904	Dopamine receptor antagonist
1800	31.34	cp	BRD-A60197193	amisulpride	Dopamine receptor antagonist
1802	31.23	cp	BRD-A42423104	benproperine	Antitussive
1805	31.14	cp	BRD-K04210847	tamoxifen	Estrogen receptor antagonist
1810	30.89	cp	BRD-K96799727	pifithrin-mu	HSP inhibitor
1812	30.86	cp	BRD-K13566078	BMS-345541	IKK inhibitor
1813	30.84	cp	BRD-A36267905	buphenine	Adrenergic receptor agonist
1814	30.71	cp	BRD-K96809896	SKF-86002	p38 MAPK inhibitor
1815	30.7	cp	BRD-A50928468	norgestrel	Progesterone receptor agonist
1816	30.67	cp	BRD-A87125127	3-matida	Glutamate receptor antagonist
1817	30.65	cp	BRD-K02953697	naringin	Cytochrome P450 inhibitor
1818	30.63	cp	BRD-K36638830	anabasine	Acetylcholine receptor agonist
1820	30.58	cp	BRD-K12102668	nialamide	Monoamine oxidase inhibitor
1821	30.58	cp	BRD-A73859745	glycodeoxycholic-acid	Apoptosis stimulant
1822	30.56	cp	BRD-K14807180	SB-221284	Serotonin receptor antagonist
1823	30.51	cp	BRD-K86727142	embelin	HCV inhibitor
1824	30.47	cp	BRD-K68997413	PF-3845	FAAH inhibitor
1827	30.36	cp	BRD-A47513740	calyculin	Protein phosphatase inhibitor
1829	30.34	cp	BRD-K63089472	farnesylthioacetic-acid	Inhibitor of methyl esterification of farnesylated proteins
1830	30.33	cp	BRD-K20313525	rosmarinic-acid	GABA transaminase inhibitor
1831	30.21	cp	BRD-K79684402	RO-10-5824	Dopamine receptor agonist
1833	30.13	cp	BRD-K88429204	pyrimethamine	Dihydrofolate reductase inhibitor
1834	30.12	cp	BRD-K31471398	dihydrexidine	Dopamine receptor agonist
1837	30.09	cp	BRD-K52751261	TAK-715	p38 MAPK inhibitor
1840	30.01	cp	BRD-K46862739	metyrapone	Cytochrome P450 inhibitor
1841	30	cp	BRD-A30435184	metergoline	Dopamine receptor agonist
1842	29.99	cp	BRD-A81866333	CGS-21680	Adenosine receptor agonist
1843	29.96	cp	BRD-K04833372	GSK-1904529A	IGF-1 inhibitor
1850	29.7	cp	BRD-A68929948	DAPT-GSI-IX	Gamma secretase inhibitor
1856	29.61	cp	BRD-A41450521	tosufloxacin	Bacterial DNA gyrase inhibitor
1857	29.61	cp	BRD-K57569181	pentoxifylline	Phosphodiesterase inhibitor
1858	29.49	cp	BRD-A46393198	tetramisole	Immunostimulant
1864	29.27	cp	BRD-A39390670	rabeprazole	ATPase inhibitor
1867	29.23	cp	BRD-K41564320	purvalanol-b	Tyrosine kinase inhibitor
1868	29.14	cp	BRD-K01192156	tyrphostin-AG-112	Protein tyrosine kinase inhibitor
1870	28.97	cp	BRD-A95696820	acadesine	AMPK activator
1872	28.78	cp	BRD-K50891186	GR-103691	Dopamine receptor antagonist
1873	28.77	cp	BRD-K05104363	PD-184352	MEK inhibitor
1874	28.75	cp	BRD-K49519092	immethridine	Histamine receptor agonist
1875	28.72	cp	BRD-K69763916	LY-341495	Glutamate receptor antagonist
1876	28.71	cp	BRD-K74236984	UNC-0321	Histone lysine methyltransferase inhibitor
1878	28.62	cp	BRD-K63792901	arecaidine	Acetylcholine receptor agonist
1881	28.41	cp	BRD-K20287671	SU-4312	PDGFR receptor inhibitor
1882	28.4	cp	BRD-A94756469	digoxin	ATPase inhibitor
1883	28.4	cp	BRD-K50495309	SRC-kinase-inhibitor-I	SRC inhibitor
1884	28.3	cp	BRD-K83010055	VU-0415374-1	Glutamate receptor modulator
1887	28.19	cp	BRD-K05395900	nicotine	Acetylcholine receptor agonist
1890	28.05	cp	BRD-A55393291	testosterone	Androgen receptor agonist
1894	28.01	cp	BRD-K54142781	cirazoline	Adrenergic receptor agonist
1896	27.95	cp	BRD-A18620900	estriol	Estrogen receptor agonist
1898	27.85	cp	BRD-A78942461	ICI-118551	Adrenergic receptor antagonist
1899	27.8	cp	BRD-K19605405	ZM-241385	Adenosine receptor antagonist
1900	27.79	cp	BRD-K03981224	ethisterone	Progestogen hormone
1901	27.79	cp	BRD-A73581086	ergometrine	Adrenergic receptor agonist
1902	27.79	cp	BRD-K94649603	taxifolin	Opioid receptor antagonist
1903	27.74	cp	BRD-K03319035	maprotiline	Norepinephrine reuptake inhibitor
1904	27.69	cp	BRD-A29901043	KIN001-127	ITK inhibitor
1906	27.59	cp	BRD-A16934955	nalbuphine	Opioid receptor agonist
1908	27.57	cp	BRD-K79254416	decitabine	DNA methyltransferase inhibitor
1909	27.56	cp	BRD-K19284129	salvinorin-a	Opioid receptor agonist
1910	27.52	cp	BRD-K38615104	A-443644	AKT inhibitor
1911	27.47	cp	BRD-A39230911	chlorphensin	Muscle relaxant
1914	27.39	cp	BRD-K21936341	oxotremorine	Acetylcholine receptor agonist
1915	27.37	cp	BRD-K15834839	lobendazole	Anthelmintic
1919	27.22	cp	BRD-K04185004	oxybuprocaine	Local anesthetic
1920	27.15	cp	BRD-K60174629	z-prolyl-prolinal	Prolyl endopeptidase inhibitor
1923	26.99	cp	BRD-K18316707	O-1918	Cannabinoid receptor antagonist
1924	26.87	cp	BRD-K97365803	PI-828	PI3K inhibitor
1925	26.83	cp	BRD-K16195444	oxymetazoline	Adrenergic receptor agonist
1928	26.69	cp	BRD-K16664969	GTP-14564	FLT3 inhibitor
1933	26.63	cp	BRD-K44876623	zolpidem	Benzodiazepine receptor agonist
1934	26.6	cp	BRD-K18909381	CGS-12066B	Serotonin receptor agonist
1936	26.55	cp	BRD-K15502390	nevirapine	Reverse transcriptase inhibitor
1937	26.42	cp	BRD-A99177642	deltaline	Acetylcholine receptor antagonist
1940	26.27	cp	BRD-A25004090	erastin	Ion channel antagonist
1941	26.25	cp	BRD-A25143711	hydrocortisone	Glucocorticoid receptor agonist
1942	26.21	cp	BRD-K55591206	epigallocatechin	Nitric oxide synthase inhibitor
1943	26.18	cp	BRD-A58564983	selamectin	Nematocide
1944	26.17	cp	BRD-A29485665	bicalutamide	Androgen receptor antagonist
1947	26.08	cp	BRD-K67831364	ZM-323881	VEGFR inhibitor
1951	26.01	cp	BRD-K12516989	zaprinast	Phosphodiesterase inhibitor
1952	26	cp	BRD-A21858158	praziquantel	Anthelmintic
1953	25.99	cp	BRD-K38449220	seneciphylline	Cytochrome P450 inhibitor
1954	25.96	cp	BRD-A58157837	butabindide	Tripeptidyl peptidase inhibitor
1957	25.81	cp	BRD-K38477985	malonoben	Protein tyrosine kinase inhibitor
1958	25.77	cp	BRD-A65550283	ginsenoside	Steroid hormone receptor agonist
1959	25.74	cp	BRD-K31611373	fluprostenol	Prostanoid receptor agonist
1963	25.54	cp	BRD-K73395020	SA-1478088	-666
1965	25.43	cp	BRD-A34205397	suloctidil	Adrenergic receptor antagonist
1966	25.39	cp	BRD-K98157055	SIB-1757	Glutamate receptor antagonist
1967	25.39	cp	BRD-A27489425	rolitetracycline	Bacterial 30S ribosomal subunit inhibitor
1969	25.29	cp	BRD-K42098891	protriptyline	Tricyclic antidepressant
1971	25.08	cp	BRD-K82484965	carmoxirole	Dopamine receptor agonist
1972	25.03	cp	BRD-K35687265	ON-01910	PLK inhibitor
1974	24.86	cp	BRD-K46766488	S-14506	Serotonin receptor agonist
1975	24.82	cp	BRD-K06878038	deferiprone	Chelating agent
1977	24.72	cp	BRD-A31521121	methocarbamol	Muscle relaxant
1978	24.7	cp	BRD-A41555725	chlortetracycline	Protein synthesis inhibitor
1983	24.2	cp	BRD-K71860425	CDK2-5-inhibitor	CDK inhibitor
1986	24.02	cp	BRD-K14880289	GW-501516	PPAR receptor agonist
1987	24.02	cp	BRD-K25311561	KU-55933	ATM kinase inhibitor
1988	23.98	cp	BRD-K15519488	CS-110266	Dopamine receptor agonist
1989	23.97	cp	BRD-A64933752	CV-1808	Adenosine receptor agonist
1991	23.9	cp	BRD-K07325606	hispidin	PKC inhibitor
1992	23.83	cp	BRD-K49668410	clarithromycin	Bacterial 50S ribosomal subunit inhibitor
1993	23.79	cp	BRD-K54771420	glycocholic-acid	Cholesterol inhibitor
1994	23.74	cp	BRD-K46556543	canrenoic-acid	Mineralocorticoid receptor antagonist
1996	23.69	cp	BRD-K46435977	valaciclovir	DNA polymerase inhibitor
2000	23.56	cp	BRD-K83597974	pargyline	Monoamine oxidase inhibitor
2001	23.56	cp	BRD-A01826957	xanthinol	Vasodilator
2002	23.51	cp	BRD-K11163873	phenanthridone	PARP inhibitor
2004	23.47	cp	BRD-K49027941	PSB-1115	Adenosine receptor antagonist
2005	23.34	cp	BRD-A20968261	WAY-213613	Glutamate inhibitor
