Rank	Score	Type	ID	Name	Description
1236	19.42	cp	BRD-K62206109	VUF-5681	Histamine receptor antagonist
1240	19.38	cp	BRD-A39646320	HC-toxin	HDAC inhibitor
1241	19.34	cp	BRD-K92760278	riboflavin	Vitamin B
1242	19.32	cp	BRD-K14920963	erythrosine	Coloring agent
1247	19.26	cp	BRD-A35033682	eriodictyol	Cytochrome P450 inhibitor
1249	19.25	cp	BRD-K35629949	SR-27897	CCK receptor antagonist
1250	19.23	cp	BRD-K67100011	pivmecillinam	Bacterial cell wall synthesis inhibitor
1253	19.17	cp	BRD-K40656405	L-165041	PPAR receptor agonist
1254	19.15	cp	BRD-K06817181	BRD-K06817181	JAK inhibitor
1256	19.07	cp	BRD-K19220233	JNK-9L	JNK inhibitor
1260	18.98	cp	BRD-A36066264	estradiol-benzoate	Estrogen receptor agonist
1261	18.96	cp	BRD-A20697603	thiostrepton	FOXM1 inhibitor
1263	18.84	cp	BRD-K25905511	buddleoflavonoloside	Acetylcholinesterase inhibitor
1267	18.75	cp	BRD-A62525898	prednisone	Glucocorticoid receptor agonist
1268	18.73	cp	BRD-A35623999	CGP-37157	L-type calcium channel blocker
1269	18.66	cp	BRD-K99818283	PIK-90	PI3K inhibitor
1279	18.45	cp	BRD-K82484965	carmoxirole	Dopamine receptor agonist
1280	18.4	cp	BRD-K70401845	erlotinib	EGFR inhibitor
1281	18.34	cp	BRD-A09539288	homatropine	Acetylcholine receptor antagonist
1282	18.32	cp	BRD-K36638830	anabasine	Acetylcholine receptor agonist
1284	18.28	cp	BRD-A58048407	nimodipine	Calcium channel blocker
1287	18.23	cp	BRD-A49906757	scopolamine	Acetylcholine receptor antagonist
1297	18.06	cp	BRD-A15034104	bergenin	Interleukin inhibitor
1300	18.01	cp	BRD-K07403598	CAY-10470	NFkB pathway inhibitor
1301	18	cp	BRD-A17535965	gelsemine	Acetylcholine receptor antagonist
1304	17.97	cp	BRD-A98378129	talniflumate	Cyclooxygenase inhibitor
1305	17.95	cp	BRD-K02715688	hydrastine	Tyrosine hydroxylase inhibitor
1306	17.95	cp	BRD-K43796186	benzyl-quinazolin-4-yl-amine	EGFR inhibitor
1307	17.94	cp	BRD-A34806832	proscillaridin	ATPase inhibitor
1309	17.87	cp	BRD-K14767410	SC-560	Cyclooxygenase inhibitor
1310	17.79	cp	BRD-K96778649	tyrphostin-47	EGFR inhibitor
1316	17.62	cp	BRD-K57926513	tyrphostin-AG-1295	PDGFR receptor inhibitor
1317	17.61	cp	BRD-K04833372	GSK-1904529A	IGF-1 inhibitor
1318	17.61	cp	BRD-K48029790	OBAA	Phospholipase inhibitor
1319	17.6	cp	BRD-K56957086	dacinostat	HDAC inhibitor
1320	17.6	cp	BRD-K82823076	RO-15-4513	GABA benzodiazepine site receptor inverse agonist
1321	17.6	cp	BRD-K80527266	triacsin-c	Adrenergic receptor antagonist
1323	17.58	cp	BRD-A96799240	4-hydroxyretinoic-acid	Retinoid receptor binder
1326	17.51	cp	BRD-K68202742	trichostatin-a	HDAC inhibitor
1327	17.48	cp	BRD-A79981887	midodrine	Adrenergic receptor agonist
1328	17.48	cp	BRD-A72758037	asiatic-acid	Apoptosis stimulant
1331	17.45	cp	BRD-K92093830	doxorubicin	Topoisomerase inhibitor
1335	17.41	cp	BRD-K41260949	valproic-acid	HDAC inhibitor
1336	17.4	cp	BRD-K67017579	cilostazol	Phosphodiesterase inhibitor
1338	17.37	cp	BRD-K33459542	ditolylguanidine	Sigma receptor agonist
1339	17.35	cp	BRD-K55454768	TAS-301	Calcium-calmodulin dependent protein kinase inhibitor
1342	17.32	cp	BRD-K08619838	tremorine	Acetylcholine receptor agonist
1346	17.3	cp	BRD-K01095011	finasteride	5-alpha reductase inhibitor
1348	17.29	cp	BRD-K86204871	terconazole	Sterol demethylase inhibitor
1353	17.25	cp	BRD-A04668240	CGP-52432	GABA receptor antagonist
1356	17.19	cp	BRD-K68402494	ML-9	Myosin light chain kinase inhibitor
1361	17.02	cp	BRD-M16762496	PIK-75	DNA protein kinase inhibitor
1366	16.91	cp	BRD-A28856712	tetryzoline	Adrenergic receptor agonist
1369	16.88	cp	BRD-K49481516	galantamine	Acetylcholinesterase inhibitor
1371	16.83	cp	BRD-K45296539	ZD-7114	Adrenergic receptor agonist
1372	16.82	cp	BRD-A14395271	mesoridazine	Dopamine receptor antagonist
1373	16.81	cp	BRD-K82865713	prostaglandin-b2	cAMP inhibitor
1374	16.81	cp	BRD-K64402243	ivachtin	Caspase inhibitor
1375	16.75	cp	BRD-K60219430	serdemetan	MDM inhibitor
1377	16.72	cp	BRD-K63265447	docetaxel	Tubulin inhibitor
1378	16.71	cp	BRD-A32164164	methyllycaconitine	Acetylcholine receptor antagonist
1379	16.69	cp	BRD-K15868788	SDZ-205-557	Serotonin receptor antagonist
1380	16.69	cp	BRD-K63533170	AM-630	Cannabinoid receptor antagonist
1383	16.68	cp	BRD-K87049188	fusaric-acid	Dopamine beta hydroxylase inhibitor
1384	16.68	cp	BRD-K79131256	albendazole	Anthelmintic
1387	16.59	cp	BRD-K92413528	thiazolidinecarboxylic-acid	Reducing agent
1388	16.57	cp	BRD-K61192372	capecitabine	DNA synthesis inhibitor
1391	16.52	cp	BRD-K54790157	trioxsalen	DNA synthesis inhibitor
1394	16.42	cp	BRD-K09764130	mead-ethanolamide	Cannabinoid receptor agonist
1396	16.26	cp	BRD-A47598013	citalopram	Serotonin reuptake inhibitor
1397	16.24	cp	BRD-K06926592	tretinoin	Retinoid receptor agonist
1398	16.23	cp	BRD-K31491153	1-phenylbiguanide	Serotonin receptor agonist
1399	16.2	cp	BRD-K41564320	purvalanol-b	Tyrosine kinase inhibitor
1401	16.15	cp	BRD-K82255054	propofol	GABA receptor agonist
1402	16.08	cp	BRD-K62792802	LY-83583	Guanylyl cyclase inhibitor
1403	16.05	cp	BRD-K46424862	hymecromone	Monoamine oxidase inhibitor
1404	16.03	cp	BRD-K05434375	HA-1004	Calcium channel blocker
1406	15.93	cp	BRD-K67445247	flurofamide	Urease inhibitor
1410	15.82	cp	BRD-K04466929	Merck60	HDAC inhibitor
1411	15.8	cp	BRD-K04185004	oxybuprocaine	Local anesthetic
1414	15.7	cp	BRD-K75089421	procainamide	Sodium channel blocker
1415	15.69	cp	BRD-K27184429	levocetirizine	Histamine receptor antagonist
1416	15.67	cp	BRD-A03216249	mepivacaine	Potassium channel blocker
1419	15.56	cp	BRD-K26160755	RS-45041-190	Imidazoline receptor agonist
1420	15.54	cp	BRD-K68332390	ponalrestat	Aldose reductase inhibitor
1422	15.53	cp	BRD-A49765801	fludroxycortide	Glucocorticoid receptor agonist
1423	15.52	cp	BRD-K95402279	geranylgeraniol	Farnesyltransferase inhibitor
1427	15.46	cp	BRD-K30020243	aliskiren	Antihypertensive
1428	15.45	cp	BRD-A02759312	betaxolol	Adrenergic receptor antagonist
1429	15.42	cp	BRD-K06467078	corynanthine	Adrenergic receptor antagonist
1435	15.24	cp	BRD-A29731977	17-hydroxyprogesterone-caproate	progesterone receptor agonist
1436	15.24	cp	BRD-K96263742	GW-7647	PPAR receptor agonist
1438	15.19	cp	BRD-A41304429	practolol	Adrenergic receptor antagonist
1440	15.18	cp	BRD-K51066026	aminoindazole	Ionophore
1441	15.12	cp	BRD-K20287671	SU-4312	PDGFR receptor inhibitor
1442	15.11	cp	BRD-A84134924	pancuronium	Acetylcholine receptor antagonist
1448	14.94	cp	BRD-K89162000	tandutinib	FLT3 inhibitor
1450	14.93	cp	BRD-K14681867	somatostatin	Somatostatin receptor agonist
1454	14.9	cp	BRD-K53790871	triamcinolone	Glucocorticoid receptor agonist
1458	14.71	cp	BRD-A03623303	metoprolol	Adrenergic receptor antagonist
1460	14.68	cp	BRD-K68392338	ZK-93426	Benzodiazepine receptor antagonist
1461	14.68	cp	BRD-K85242180	beta-CCP	Indoleamine 2,3-dioxygenase inhibitor
1462	14.68	cp	BRD-A85472596	L-670596	Prostanoid receptor antagonist
1468	14.56	cp	BRD-A94793051	gestrinone	Progesterone receptor antagonist
1470	14.5	cp	BRD-K95899059	LY-344864	Serotonin receptor agonist
1472	14.41	cp	BRD-A39969961	eplerenone	Cytochrome P450 inhibitor
1473	14.4	cp	BRD-A75402480	desoxycorticosterone	Mineralocorticoid receptor agonist
1476	14.36	cp	BRD-K67977190	eprosartan	Angiotensin receptor antagonist
1478	14.32	cp	BRD-A36217750	sulfinpyrazone	Uricosuric blocker
1479	14.29	cp	BRD-A80775386	hyperforin	Cyclooxygenase inhibitor
1481	14.25	cp	BRD-A48430263	pioglitazone	Insulin sensitizer
1485	14.2	cp	BRD-A18579359	wiskostatin	Neural Wiskott-Aldrich syndrome protein inhibitor
1488	14.17	cp	BRD-A46186775	hydrocortisone	Glucocorticoid receptor agonist
1490	14.16	cp	BRD-K74763371	bosentan	Endothelin receptor antagonist
1493	14.12	cp	BRD-K17008822	BD-1008	Sigma receptor antagonist
1494	14.12	cp	BRD-K30480208	torasemide	Electrolyte reabsorption inhibitor
1496	14.1	cp	BRD-K22096725	ALW-II-49-7	Ephrin inhibitor
1500	14.04	cp	BRD-K07237224	moclobemide	Monoamine oxidase inhibitor
1501	14.03	cp	BRD-K05737787	isoeugenol	Nitric oxide production inhibitor
1502	14	cp	BRD-A76279427	myriocin	Serine palmitoyltransferase inhibitor
1505	13.93	cp	BRD-K63195589	tipifarnib	Farnesyltransferase inhibitor
1510	13.87	cp	BRD-A31521121	methocarbamol	Muscle relaxant
1512	13.84	cp	BRD-K73319509	PF-04217903	c-Met inhibitor
1522	13.65	cp	BRD-K67080878	milrinone	Phosphodiesterase inhibitor
1523	13.61	cp	BRD-K92428153	mycophenolate-mofetil	Dehydrogenase inhibitor
1525	13.55	cp	BRD-K58772419	AZD-6482	PI3K inhibitor
1530	13.43	cp	BRD-K51018020	VAMA-37	DNA dependent protein kinase inhibitor
1533	13.39	cp	BRD-A14208071	oxyphenonium	Cholinergic receptor antagonist
1534	13.37	cp	BRD-A25067867	benzatropine	Acetylcholine receptor antagonist
1541	13.15	cp	BRD-K38323065	phenacetin	Cyclooxygenase inhibitor
1543	13.14	cp	BRD-A20968261	WAY-213613	Glutamate inhibitor
1548	13.09	cp	BRD-A09161221	nomilin	HSP inhibitor
1550	13.05	cp	BRD-A35912562	pregnenolone	Glutamate receptor modulator
1551	13.05	cp	BRD-K08273968	griseofulvin	Tubulin inhibitor
1552	13.02	cp	BRD-A87606379	nadolol	Adrenergic receptor antagonist
1553	13	cp	BRD-K47780086	penciclovir	DNA directed DNA polymerase inhibitor
1554	13	cp	BRD-K11163873	phenanthridone	PARP inhibitor
1558	12.96	cp	BRD-K22031190	diflunisal	Prostanoid receptor antagonist
1564	12.84	cp	BRD-K14807180	SB-221284	Serotonin receptor antagonist
1566	12.79	cp	BRD-K44442813	pidotimod	Interferon receptor agonist
1567	12.79	cp	BRD-A42346008	metanephrine	Epinephrine metabolite
1570	12.72	cp	BRD-A17428743	BW-723C86	Serotonin receptor agonist
1571	12.72	cp	BRD-A92177080	betamethasone	Glucocorticoid receptor agonist
1575	12.67	cp	BRD-K16478699	PLX-4720	RAF inhibitor
1578	12.63	cp	BRD-K44779798	miglitol	Glucosidase inhibitor
1583	12.58	cp	BRD-K43764301	dexketoprofen	Cyclooxygenase inhibitor
1585	12.57	cp	BRD-K97399794	quercetin	Polar auxin transport inhibitor
1586	12.57	cp	BRD-A09062839	amylocaine	Local anesthetic
1588	12.53	cp	BRD-A47494775	dipivefrine	Adrenergic receptor agonist
1592	12.41	cp	BRD-K18787491	U-0126	MEK inhibitor
1593	12.4	cp	BRD-A41995253	brucine	Glycine receptor antagonist
1594	12.35	cp	BRD-K61314889	IWR-1-ENDO	PARP inhibitor
1595	12.35	cp	BRD-A67605442	tetrahydrobiopterin	Nitric oxide stimulant
1596	12.35	cp	BRD-A45664787	iloprost	Platelet aggregation inhibitor
1597	12.34	cp	BRD-K03319035	maprotiline	Norepinephrine reuptake inhibitor
1599	12.33	cp	BRD-K31843556	T-0070907	PPAR receptor antagonist
1600	12.33	cp	BRD-A50675702	fipronil	GABA gated chloride channel blocker
1604	12.24	cp	BRD-A73368467	fexofenadine	Histamine receptor antagonist
1607	12.18	cp	BRD-A96897502	U-74389F	Lipid peroxidase inhibitor
1608	12.18	cp	BRD-K35377380	I-OMe-AG-538	IGF-1 inhibitor
1610	12.11	cp	BRD-K71266197	PSB-06126	NTPDase inhibitor
1613	12.05	cp	BRD-K78084463	W-12	Calmodulin antagonist
1614	12.05	cp	BRD-K59273480	propentofylline	Adenosine reuptake inhibitor
1615	12.03	cp	BRD-K28667196	fillalbin	Increases arterial blood pressure
1616	11.97	cp	BRD-K66175015	afatinib	EGFR inhibitor
1617	11.95	cp	BRD-K46441700	GR-55562	Serotonin receptor antagonist
1618	11.93	cp	BRD-K33106058	cytarabine	Ribonucleotide reductase inhibitor
1624	11.84	cp	BRD-A42423104	benproperine	Antitussive
1625	11.84	cp	BRD-K38903228	hesperidin	Flavanone glycoside
1628	11.82	cp	BRD-K21548250	moracizine	Sodium channel blocker
1629	11.81	cp	BRD-K99174507	cardiogenol-c	Cardiomyogenesis inducer
1631	11.78	cp	BRD-K89348303	ramipril	ACE inhibitor
1635	11.73	cp	BRD-K95885906	quercetagetin	PIM inhibitor
1636	11.71	cp	BRD-K25875056	SC-9	Protein tyrosine kinase activator
1638	11.67	cp	BRD-K61951118	FG-7142	GABA benzodiazepine site receptor inverse agonist
1644	11.6	cp	BRD-K42221274	NNC-711	GAT inhibitor
1646	11.56	cp	BRD-K34441861	moexipril	ACE inhibitor
1647	11.56	cp	BRD-K25504083	cytochalasin-d	Actin polymerization inhibitor
1650	11.52	cp	BRD-K94689771	pinocembrin	CYP1B1 inhibitor
1652	11.51	cp	BRD-K51476772	ST-638	Tyrosine kinase inhibitor
1653	11.48	cp	BRD-A75455249	kavain	Calcium channel modulator
1657	11.42	cp	BRD-K05104363	PD-184352	MEK inhibitor
1658	11.42	cp	BRD-K67680372	CI-966	GAT inhibitor
1660	11.39	cp	BRD-K52930707	rescinnamine	ACE inhibitor
1661	11.39	cp	BRD-A49734948	foliosidine	Plant alkaloid
1663	11.36	cp	BRD-K52721684	PCO-400	Potassium channel activator
1665	11.31	cp	BRD-K49890030	gavestinel	Glutamate receptor antagonist
1666	11.31	cp	BRD-A74667430	etodolac	Cyclooxygenase inhibitor
1667	11.3	cp	BRD-K94512704	spiramide	Dopamine receptor antagonist
1668	11.3	cp	BRD-K82135108	elesclomol	Oxidative stress inducer
1669	11.29	cp	BRD-K60690191	MPEP	Glutamate receptor antagonist
1670	11.26	cp	BRD-K45117373	Y-26763	Potassium channel activator
1671	11.25	cp	BRD-K88429204	pyrimethamine	Dihydrofolate reductase inhibitor
1673	11.22	cp	BRD-K77998258	ganglioside	SRC activator
1677	11.15	cp	BRD-K05181084	NGB-2904	Dopamine receptor antagonist
1679	11.06	cp	BRD-A65013509	oxybutynin	Acetylcholine receptor antagonist
1682	10.99	cp	BRD-K88679075	methandriol	Androgenic steroid
1683	10.99	cp	BRD-K43887077	dopamine	Dopamine receptor agonist
1688	10.92	cp	BRD-K36965586	m-chlorophenylbiguanide	Serotonin receptor agonist
1691	10.91	cp	BRD-K56301217	ABT-737	BCL inhibitor
1693	10.87	cp	BRD-K92991072	PAC-1	Caspase activator
1695	10.86	cp	BRD-K91263825	nortriptyline	Tricyclic antidepressant
1696	10.83	cp	BRD-K73196317	urapidil	Adrenergic receptor antagonist
1698	10.8	cp	BRD-K02227374	milnacipran	Serotonin reuptake inhibitor
1700	10.78	cp	BRD-K66782112	BRD-K66782112	Histamine receptor antagonist
1702	10.73	cp	BRD-K54314721	zolmitriptan	Serotonin receptor agonist
1705	10.64	cp	BRD-K34995470	SU-1498	VEGFR inhibitor
1707	10.59	cp	BRD-K86434416	selegiline	Monoamine oxidase inhibitor
1708	10.56	cp	BRD-K39462424	dexchlorpheniramine	Histamine receptor antagonist
1711	10.52	cp	BRD-K32398298	alprazolam	Benzodiazepine receptor agonist
1712	10.52	cp	BRD-A04352665	maraviroc	CC chemokine receptor antagonist
1713	10.52	cp	BRD-A55416093	colforsin	Adenylyl cyclase activator
1715	10.43	cp	BRD-A42167015	carteolol	Adrenergic receptor antagonist
1717	10.39	cp	BRD-K13356952	methazolamide	Carbonic anhydrase inhibitor
1718	10.38	cp	BRD-K28137194	loreclezole	GABA receptor agonist
1723	10.3	cp	BRD-A51829654	BRL-15572	Serotonin receptor antagonist
1724	10.22	cp	BRD-K00337317	NU-7441	DNA dependent protein kinase inhibitor
1728	10.17	cp	BRD-K77133231	PD-169316	p38 MAPK inhibitor
1735	10.07	cp	BRD-A24381660	zeranol	Estrogen receptor agonist
1738	10.03	cp	BRD-A62182663	YK-4279	Apoptosis stimulant
1741	10.01	cp	BRD-K25741894	skimmianine	Acetylcholinesterase inhibitor
1742	10	cp	BRD-K49669041	BX-912	Pyruvate dehydrogenase kinase inhibitor
1744	9.96	cp	BRD-A68930007	ouabain	ATPase inhibitor
1745	9.92	cp	BRD-K83023055	GR-135531	Melatonin receptor agonist
1747	9.89	cp	BRD-K50891186	GR-103691	Dopamine receptor antagonist
1748	9.88	cp	BRD-K27351809	nomegestrol	Progesterone receptor agonist
1749	9.83	cp	BRD-A16478930	amcinonide	Glucocorticoid receptor agonist
1750	9.8	cp	BRD-K31611373	fluprostenol	Prostanoid receptor agonist
1751	9.79	cp	BRD-K48168960	propylthiouracil	Thyroid peroxidase inhibitor
1752	9.74	cp	BRD-K39391626	ethylestrenol	Progesterone receptor agonist
1756	9.69	cp	BRD-K18135438	chenodeoxycholic-acid	11-beta-HSD1 inhibitor
1757	9.69	cp	BRD-K56403959	ZK-756326	CC chemokine receptor ligand
1758	9.69	cp	BRD-K05396879	15-delta-prostaglandin-j2	PPAR receptor agonist
1761	9.63	cp	BRD-A09495397	bicuculline	GABA receptor antagonist
1763	9.62	cp	BRD-K63630713	etacrynic-acid	Sodium/potassium/chloride transporter inhibitor
1764	9.62	cp	BRD-K55748775	SCH-28080	ATPase inhibitor
1768	9.58	cp	BRD-A83695761	chromanol	Potassium channel blocker
1775	9.48	cp	BRD-K19462402	buflomedil	Adrenergic receptor antagonist
1776	9.47	cp	BRD-A15530910	carpindolol	Adrenergic receptor antagonist
1780	9.42	cp	BRD-A33084410	5'-guanidinonaltrindole	Opioid receptor antagonist
1783	9.39	cp	BRD-K84987553	MDM2-inhibitor	MDM inhibitor
1787	9.33	cp	BRD-A02710418	meptazinol	Opioid receptor agonist
1789	9.32	cp	BRD-A03816571	CP-55940	Cannabinoid receptor agonist
1790	9.32	cp	BRD-K47717570	NBQX	Glutamate receptor antagonist
1795	9.24	cp	BRD-A62071884	siguazodan	Phosphodiesterase inhibitor
1801	9.14	cp	BRD-A92439610	triamcinolone	Glucocorticoid receptor agonist
1803	9.13	cp	BRD-K52397688	amperozide	Dopamine receptor antagonist
1806	9.13	cp	BRD-K08806317	timolol	Adrenergic receptor antagonist
1807	9.11	cp	BRD-K96799727	pifithrin-mu	HSP inhibitor
1809	9.08	cp	BRD-K40619305	larixinic-acid	Compound that interacts with metal centers
1814	9.05	cp	BRD-K54771420	glycocholic-acid	Cholesterol inhibitor
1819	9	cp	BRD-K32828673	chelidonine	Tubulin inhibitor
1821	8.99	cp	BRD-K26979635	NS-3694	Glutamate receptor antagonist
1824	8.92	cp	BRD-A90311807	cilastatin	Dehydropeptidase inhibitor
1828	8.87	cp	BRD-K00615600	AG-14361	PARP inhibitor
1830	8.84	cp	BRD-K47598052	PP-1	SRC inhibitor
1832	8.79	cp	BRD-K19227686	phenolphthalein	Indicator dye
1833	8.78	cp	BRD-K41713976	E-4031	Potassium channel blocker
1834	8.76	cp	BRD-K00486786	RO-08-2750	NGF binding inhibitor
1836	8.74	cp	BRD-K85266041	DNQX	Glutamate receptor antagonist
1838	8.7	cp	BRD-A16700644	isoxsuprine	Adrenergic receptor agonist
1839	8.69	cp	BRD-A47633927	NPC-15199	ICAM1 antagonist
1845	8.55	cp	BRD-K52989797	clomipramine	Serotonin transporter inhibitor (SERT)
1847	8.54	cp	BRD-K50495309	SRC-kinase-inhibitor-I	SRC inhibitor
1848	8.53	cp	BRD-K49372556	mofezolac	Cyclooxygenase inhibitor
1850	8.5	cp	BRD-K74212935	ergocryptine	Dopamine agonist
1854	8.46	cp	BRD-K49668410	clarithromycin	Bacterial 50S ribosomal subunit inhibitor
1855	8.43	cp	BRD-A27489425	rolitetracycline	Bacterial 30S ribosomal subunit inhibitor
1858	8.41	cp	BRD-A93424738	dexamethasone	Glucocorticoid receptor agonist
1863	8.34	cp	BRD-K85090592	pilocarpine	Acetylcholine receptor agonist
1865	8.3	cp	BRD-K96319534	phentermine	Dopamine uptake inhibitor
1871	8.25	cp	BRD-K34508425	KUC103898N	-666
1872	8.23	cp	BRD-K40213712	SAL-1	Adenosine receptor antagonist
1876	8.19	cp	BRD-A17453586	MDL-72832	Serotonin receptor agonist
1878	8.17	cp	BRD-K30867024	SB-216641	Serotonin receptor antagonist
1879	8.17	cp	BRD-K32247306	primidone	GABA receptor antagonist
1880	8.15	cp	BRD-K88871508	lisuride	Dopamine receptor agonist
1882	8.07	cp	BRD-K96862998	pirfenidone	TGF beta receptor inhibitor
1883	8.06	cp	BRD-K08287586	butylparaben	DNA synthesis inhibitor
1885	8.01	cp	BRD-K92446736	zatebradine	HCN channel blocker
1886	8.01	cp	BRD-K50388907	fenofibrate	PPAR receptor agonist
1889	8	cp	BRD-M40783228	mesna	Antioxidant
1890	7.99	cp	BRD-K88551539	CAY-10585	HIF modulator
1893	7.98	cp	BRD-K47631482	bromhexine	Mucolytic agent
1901	7.9	cp	BRD-A38898897	GW-311616	Leukocyte elastase inhibitor
1903	7.89	cp	BRD-K02404261	caffeine	Adenosine receptor antagonist
1907	7.86	cp	BRD-K99029477	prometon	Photosynthesis inhibitor
1908	7.84	cp	BRD-A15415227	GW-1929	PPAR receptor agonist
1910	7.83	cp	BRD-K46211610	tolazoline	Adrenergic receptor antagonist
1911	7.8	cp	BRD-K04710043	hexamethylenebisacetamide	AKT inhibitor
1913	7.79	cp	BRD-K21680192	mitoxantrone	Topoisomerase inhibitor
1914	7.73	cp	BRD-K22503835	scriptaid	HDAC inhibitor
1917	7.7	cp	BRD-K62353524	DY-131	Estrogen receptor agonist
1919	7.65	cp	BRD-A63998256	helveticoside	ATPase inhibitor
1920	7.64	cp	BRD-A59985574	topotecan	Topoisomerase inhibitor
1922	7.6	cp	BRD-A87479750	tenidap	Cyclooxygenase inhibitor
1924	7.56	cp	BRD-K11717138	benzbromarone	Chloride channel blocker
1925	7.56	cp	BRD-K19540840	saracatinib	SRC inhibitor
1928	7.49	cp	BRD-K39987650	bisacodyl	Laxative
1929	7.46	cp	BRD-A78942461	ICI-118551	Adrenergic receptor antagonist
1931	7.45	cp	BRD-A75368507	demeclocycline	Bacterial 30S ribosomal subunit inhibitor
1932	7.44	cp	BRD-K48115423	2-(4-methoxybenzylthio)-6-methylpyrimidin-4-ol	Matrix metalloprotease inhibitor
1937	7.32	cp	BRD-K54665485	R-59022	Diacylglycerol kinase inhibitor
1939	7.3	cp	BRD-K06234293	LY-364947	TGF beta receptor inhibitor
1940	7.3	cp	BRD-K88568253	iproniazid	Monoamine oxidase inhibitor
1941	7.29	cp	BRD-K09668667	benzo(a)pyrene	Carcinogen
1942	7.27	cp	BRD-K99107520	felbamate	Glutamate receptor antagonist
1944	7.25	cp	BRD-K28806945	L-750667	Dopamine receptor antagonist
1945	7.24	cp	BRD-K13261168	LY-16350	Dopamine receptor agonist
1946	7.22	cp	BRD-K50128260	sildenafil	Phosphodiesterase inhibitor
1950	7.18	cp	BRD-A31312900	montelukast	Leukotriene receptor antagonist
1952	7.17	cp	BRD-A19195498	trimipramine	Norepinephrine reuptake inhibitor
1953	7.14	cp	BRD-K32906660	bis-tyrphostin	EGFR inhibitor
1955	7.13	cp	BRD-K27710560	splitomycin	SIRT inhibitor
1956	7.08	cp	BRD-K17953061	staurosporine	PKC inhibitor
1957	7.06	cp	BRD-K21350491	phenamil	TRPV antagonist
1962	7.01	cp	BRD-K15891719	tenofovir	Reverse transcriptase inhibitor
1964	6.94	cp	BRD-K52080565	rilmenidine	Imidazoline receptor agonist
1965	6.93	cp	BRD-A54487287	cortisone	Glucocorticoid receptor agonist
1981	6.8	cp	BRD-K31054881	BMY-7378	Adrenergic receptor antagonist
1982	6.79	cp	BRD-K47192521	icosapent	Platelet aggregation inhibitor
1984	6.77	cp	BRD-A36707673	hydroxycholesterol	LXR agonist
1988	6.7	cp	BRD-K06024458	n-arachidonyl-GABA	cannabinoid receptor agonist
1989	6.69	cp	BRD-A24122750	saclofen	GABA receptor antagonist
1990	6.67	cp	BRD-K16444452	ibudilast	Leukotriene receptor antagonist
1991	6.65	cp	BRD-K70557564	zosuquidar	P-glycoprotein inhibitor
2004	6.45	cp	BRD-A92826379	lupanine	Sodium channel blocker
2007	6.4	cp	BRD-K17110974	aristolochic-acid	Phospholipase inhibitor
2014	6.31	cp	BRD-A84493640	atovaquone	Mitochondrial electron transport inhibitor
2016	6.31	cp	BRD-A44090213	indoprofen	Cyclooxygenase inhibitor
2017	6.31	cp	BRD-K37456065	VU-0365114-2	M5 modulator
2021	6.28	cp	BRD-A87125127	3-matida	Glutamate receptor antagonist
2030	6.2	cp	BRD-K34533029	tyrphostin-AG-494	EGFR inhibitor
2032	6.18	cp	BRD-K09397065	SR-57227A	Serotonin receptor agonist
2034	6.17	cp	BRD-K59650319	YM-298198	Glutamate receptor antagonist
2035	6.17	cp	BRD-A64125466	dehydrocholic-acid	choleretic agent
2040	6.15	cp	BRD-A30435184	metergoline	Dopamine receptor agonist
2044	6.1	cp	BRD-A94669766	naringenin	Aromatase inhibitor
2046	6.08	cp	BRD-K09963420	saquinavir	HIV protease inhibitor
2048	6.05	cp	BRD-A42571354	cetirizine	Histamine receptor antagonist
2049	6.02	cp	BRD-K72029282	probucol	Atherogenesis inhibitor
2050	6.01	cp	BRD-A16332958	modafinil	Adrenergic receptor agonist
2052	5.98	cp	BRD-K69763916	LY-341495	Glutamate receptor antagonist
2053	5.98	cp	BRD-K42679050	Y-27152	Potassium channel activator
2057	5.95	cp	BRD-A20239487	atenolol	Adrenergic receptor antagonist
2058	5.95	cp	BRD-A24514565	warfarin	Vitamin K antagonist
2061	5.9	cp	BRD-K78280988	anandamide	Cannabinoid receptor agonist
2062	5.89	cp	BRD-A22844106	tenoxicam	Cyclooxygenase inhibitor
2066	5.88	cp	BRD-K62996583	lidoflazine	Calcium channel blocker
2067	5.88	cp	BRD-A93477898	PETCM	Caspase activator
2070	5.85	cp	BRD-K54704028	BAY-36-7620	Glutamate receptor antagonist
2073	5.83	cp	BRD-A33447119	oxfendazole	Anthelmintic
2076	5.8	cp	BRD-K46435977	valaciclovir	DNA polymerase inhibitor
2081	5.78	cp	BRD-K53263234	CITCO	CAR agonist
2085	5.71	cp	BRD-K56614220	clofazimine	GK0582 inhibitor
2087	5.7	cp	BRD-K66019333	oxantel	Anthelmintic
2091	5.67	cp	BRD-A67373739	AICA-ribonucleotide	AMPK activator
2092	5.66	cp	BRD-K84595254	strophanthidin	ATPase inhibitor
2096	5.64	cp	BRD-A70649075	sulconazole	Sterol demethylase inhibitor
2099	5.59	cp	BRD-K90027355	spironolactone	Mineralocorticoid receptor antagonist
2100	5.57	cp	BRD-K53857191	risperidone	Dopamine receptor antagonist
2101	5.57	cp	BRD-K97056771	HY-11007	BCR-ABL kinase inhibitor
2105	5.53	cp	BRD-K61323504	SB-225002	CC chemokine receptor antagonist
2108	5.52	cp	BRD-A53952395	prilocaine	Local anesthetic
2110	5.5	cp	BRD-K32107296	temozolomide	DNA alkylating agent
